#Zinb
#yaml:
#    date: 2023-01-18 12:15:22
#    transit_version: v4.0.0
#    app_or_command_line: app
#    console_command: transit 
#    calculation_time: 37.7seconds
#    analysis_type: Zinb
#    files:
#       combined_wig: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/comwig.tsv
#       annotation_path: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/annotation.H37Rv.prot_table
#    parameters:
#       normalization: TTR
#       n_terminus: 0.0
#       c_terminus: 0.0
#       pseudocount: 5.0
#       should_append_gene_descriptions: true
#    group_names: [Cholesterol, Glycerol]
#    lfc_columns: [Log 2 FC Cholesterol, Log 2 FC Glycerol]
#    mean_columns: [Mean Cholesterol, Mean Glycerol]
#    summary_info:
#       Hits: 100
#    
#Rv	Gene	TA Sites	Mean Cholesterol	Mean Glycerol	Log 2 FC Cholesterol	Log 2 FC Glycerol	Non Zero Mean Cholesterol	Non Zero Mean Glycerol	Non Zero Percentage Cholesterol	Non Zero Percentage Glycerol	P Value	Adj P Value	Status	Gene Annotation
Rv1272c	-	30	15.3	25.4	-0.319	0.261	98.6	80.2	0.16	0.32	0.162717688246607	0.9209128739063291	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 
Rv1273c	-	32	5.4	26.9	-1.021	0.592	74.4	123.0	0.07	0.22	0.00918067164873361	0.21934658609848562	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 
Rv1274	lprB	4	0.0	5.0	-0.587	0.416	0.0	40.2	0.00	0.12	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	POSSIBLE LIPOPROTEIN LPRB 
Rv1275	lprC	6	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	POSSIBLE LIPOPROTEIN LPRC 
Rv1276c	-	7	46.3	158.1	-1.064	0.606	121.4	442.5	0.38	0.36	0.0919648149174978	0.730955401435889	-	hypothetical protein Rv1276c 
Rv1277	-	20	159.0	123.0	0.168	-0.190	289.2	175.7	0.55	0.70	0.498208844570239	1.0	-	hypothetical protein Rv1277 
Rv1278	-	28	27.6	55.8	-0.519	0.381	105.3	164.4	0.26	0.34	0.0762091444507387	0.6930354802842852	-	hypothetical protein Rv1278 
Rv1279	-	30	115.6	92.6	0.144	-0.160	241.9	158.8	0.48	0.58	0.790027140315837	1.0	-	PROBABLE DEHYDROGENASE FAD flavoprotein GMC oxidoreductase 
Rv1280c	oppA	26	90.6	112.0	-0.153	0.139	186.0	176.5	0.49	0.63	0.24388235301808	1.0	-	PROBABLE PERIPLASMIC OLIGOPEPTIDE-BINDING LIPOPROTEIN OPPA 
Rv1281c	oppD	28	68.8	91.4	-0.206	0.180	160.5	197.0	0.43	0.46	0.234307615729057	1.0	-	PROBABLE OLIGOPEPTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER OPPD 
Rv1282c	oppC	16	54.6	76.9	-0.248	0.212	130.9	123.1	0.42	0.62	0.212988161096621	0.9819099888845141	-	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPC 
Rv1283c	oppB	21	34.3	147.1	-1.284	0.668	83.1	247.1	0.41	0.60	0.000217996062616664	0.014259086718696547	-	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPB 
Rv1284	-	6	5.2	70.1	-2.070	0.817	30.9	168.3	0.17	0.42	0.00220738024041085	0.07401216100201086	-	hypothetical protein Rv1284 
Rv1285	cysD	16	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	sulfate adenylyltransferase subunit 2 
Rv1286	cysN	34	0.0	1.1	-0.152	0.137	0.0	37.8	0.00	0.03	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein 
Rv1287	-	12	361.2	39.6	0.834	-2.203	520.2	86.4	0.69	0.46	0.000312427052622877	0.01684380047731374	-	hypothetical protein Rv1287 
Rv1288	-	33	770.9	201.6	0.659	-1.249	1074.9	260.9	0.72	0.77	0.00417375868153454	0.121556913425714	-	hypothetical protein Rv1288 
Rv1289	-	10	107.0	69.2	0.267	-0.327	321.1	138.5	0.33	0.50	0.540140174930603	1.0	-	hypothetical protein Rv1289 
Rv1290c	-	34	319.9	254.3	0.153	-0.172	407.8	339.1	0.78	0.75	0.383684162753351	1.0	-	hypothetical protein Rv1290c 
Rv1290A	-	7	61.2	28.1	0.415	-0.585	214.1	78.6	0.29	0.36	0.724239341027207	1.0	-	hypothetical protein Rv1290A 
Rv1291c	-	3	380.3	399.8	-0.036	0.035	427.8	399.8	0.89	1.00	0.557482073378979	1.0	-	CONSERVED HYPOTHETICAL SECRETED PROTEIN 
Rv1292	argS	34	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	arginyl-tRNA synthetase 
Rv1293	lysA	27	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE DIAMINOPIMELATE DECARBOXYLASE LYSA (DAP DECARBOXYLASE) 
Rv1294	thrA	24	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	homoserine dehydrogenase 
Rv1295	thrC	20	2.2	0.0	0.239	-0.286	65.8	0.0	0.03	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	threonine synthase 
Rv1296	thrB	15	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	homoserine kinase 
Rv1297	rho	22	0.0	8.3	-0.864	0.537	2.6	182.7	0.02	0.05	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	transcription termination factor Rho 
Rv1298	rpmE	6	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	50S ribosomal protein L31 
Rv1299	prfA	14	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	peptide chain release factor 1 
Rv1300	hemK	14	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE HEMK PROTEIN HOMOLOG HEMK 
Rv1301	-	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	hypothetical protein Rv1301 
Rv1302	rfe	19	30.7	66.7	-0.590	0.417	194.2	422.2	0.16	0.16	0.127958605800959	0.8261405131809488	-	PROBABLE UNDECAPAPRENYL-PHOSPHATE ALPHA-N-ACETYLGLUCOSAMINYLTRANSFERASE RFE (UDP-GlcNAc TRANSFERASE) 
Rv1303	-	4	16.7	29.4	-0.369	0.294	100.3	117.6	0.17	0.25	0.862386839474397	1.0	-	hypothetical protein Rv1303 
Rv1304	atpB	10	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	F0F1 ATP synthase subunit A 
Rv1305	atpE	7	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	F0F1 ATP synthase subunit C 
Rv1306	atpF	3	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	F0F1 ATP synthase subunit B 
Rv1307	atpH	20	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE ATP SYNTHASE DELTA CHAIN ATPH 
Rv1308	atpA	25	0.4	9.0	-0.839	0.527	16.1	225.0	0.03	0.04	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	F0F1 ATP synthase subunit alpha 
Rv1309	atpG	18	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	F0F1 ATP synthase subunit gamma 
Rv1310	atpD	20	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	F0F1 ATP synthase subunit beta 
Rv1311	atpC	1	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	TA sites <= 1, not analyzed	F0F1 ATP synthase subunit epsilon 
Rv1312	-	10	19.8	0.4	0.714	-1.475	148.1	4.3	0.13	0.10	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	CONSERVED HYPOTHETICAL SECRETED PROTEIN 
Rv1313c	-	16	259.1	278.0	-0.051	0.049	376.9	355.9	0.69	0.78	0.585804629843386	1.0	-	POSSIBLE TRANSPOSASE 
Rv1314c	-	15	266.3	211.7	0.153	-0.171	443.9	334.3	0.60	0.63	0.915083110829414	1.0	-	hypothetical protein Rv1314c 
Rv1315	murA	16	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 
Rvnr01	rrs	62	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	16S rRNA
Rv1316c	ogt	9	366.2	282.7	0.172	-0.195	617.9	462.6	0.59	0.61	0.895030434032604	1.0	-	PROBABLE METHYLATED-DNA--PROTEIN-CYSTEINE METHYLTRANSFERASE OGT (6-O-methylguanine-DNA methyltransferase) (O-6-methylguanine-DNA-alkyltransferase) 
Rv1317c	alkA	13	718.1	174.6	0.680	-1.329	965.7	238.9	0.74	0.73	0.141278796166191	0.8662225510271792	-	PROBABLE ADA REGULATORY PROTEIN ALKA (Regulatory protein of adaptative response) (Methylated-DNA--protein-cysteine methyltransferase) (O-6-methylguanine-DNA alkyltransferase) (O-6-methylguanine-DNA methyltransferase) (3-methyladenine DNA glycosylase II) 
Rv1318c	-	19	246.3	212.0	0.102	-0.110	379.4	277.7	0.65	0.76	0.736150560353196	1.0	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 
Rv1319c	-	28	225.3	229.3	-0.013	0.012	305.2	285.3	0.74	0.80	0.318904471040973	1.0	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 
Rv1320c	-	29	222.2	197.7	0.080	-0.085	322.2	273.0	0.69	0.72	0.66277198464856	1.0	-	POSSIBLE ADENYLATE CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLYL CYCLASE) 
Rv1321	-	12	277.0	194.9	0.227	-0.269	415.5	311.8	0.67	0.62	0.700722564912246	1.0	-	hypothetical protein Rv1321 
Rv1322	-	5	152.1	71.5	0.428	-0.610	253.6	102.2	0.60	0.70	0.612754415087133	1.0	-	hypothetical protein Rv1322 
Rv1322A	-	6	126.9	68.4	0.361	-0.483	285.4	136.9	0.44	0.50	0.68610752202419	1.0	-	hypothetical protein Rv1322A 
Rv1323	fadA4	14	466.4	439.4	0.042	-0.043	653.0	534.9	0.71	0.82	0.681528612663701	1.0	-	acetyl-CoA acetyltransferase 
Rv1324	-	6	5.5	2.9	0.189	-0.218	49.7	17.6	0.11	0.17	0.481232407258247	1.0	-	POSSIBLE THIOREDOXIN 
Rv1325c	PE_PGRS24	10	40.9	48.1	-0.109	0.102	111.5	87.5	0.37	0.55	0.512836048674283	1.0	-	PE-PGRS FAMILY PROTEIN 
Rv1326c	glgB	42	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	glycogen branching enzyme 
Rv1327c	glgE	39	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE GLUCANASE GLGE 
Rv1328	glgP	45	54.4	47.7	0.083	-0.088	135.9	116.1	0.40	0.41	0.793020957055291	1.0	-	PROBABLE GLYCOGEN PHOSPHORYLASE GLGP 
Rv1329c	dinG	24	64.0	48.0	0.178	-0.203	192.0	121.2	0.33	0.40	0.970347279090412	1.0	-	PROBABLE ATP-DEPENDENT HELICASE DING 
Rv1330c	-	23	156.0	190.3	-0.146	0.133	256.3	282.4	0.61	0.67	0.176141269795627	0.9416832359444095	-	nicotinate phosphoribosyltransferase 
Rv1331	clpS	5	188.7	182.5	0.023	-0.023	283.0	260.8	0.67	0.70	0.720624580521336	1.0	-	ATP-dependent Clp protease adaptor protein ClpS 
Rv1332	-	7	49.3	25.3	0.360	-0.481	94.0	70.8	0.52	0.36	0.439970601648807	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv1333	-	13	142.8	64.9	0.441	-0.639	253.1	129.8	0.56	0.50	0.558649185626388	1.0	-	PROBABLE HYDROLASE 
Rv1334	-	12	293.4	252.3	0.103	-0.111	352.0	263.3	0.83	0.96	0.376389625674709	1.0	-	hypothetical protein Rv1334 
Rv1335	-	5	128.9	137.7	-0.046	0.045	148.8	153.0	0.87	0.90	0.774204865381518	1.0	-	9.5 KDA CULTURE FILTRATE ANTIGEN CFP10A 
Rv1336	cysM	19	212.0	126.7	0.316	-0.405	287.7	200.6	0.74	0.63	0.30615532721484	1.0	-	PROBABLE CYSTEINE SYNTHASE B CYSM (CSASE B) (O-acetylserine sulfhydrylase B) (O-acetylserine (Thiol)-lyase B) 
Rv1337	-	13	114.5	142.0	-0.157	0.142	171.7	184.6	0.67	0.77	0.234543843821335	1.0	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 
Rv1338	murI	16	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	glutamate racemase 
Rv1339	-	19	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	hypothetical protein Rv1339 
Rv1340	rph	13	0.7	16.0	-1.221	0.652	29.1	104.3	0.03	0.15	0.0786600621723178	0.7010055424330363	-	ribonuclease PH 
Rv1341	-	5	112.3	119.9	-0.046	0.045	210.5	199.9	0.53	0.60	0.91014828153657	1.0	-	putative deoxyribonucleotide triphosphate pyrophosphatase 
Rv1342c	-	5	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	hypothetical protein Rv1342c 
Rv1343c	lprD	12	0.0	2.9	-0.364	0.290	0.0	34.5	0.00	0.08	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE CONSERVED LIPOPROTEIN LPRD 
Rv1344	-	10	78.6	71.5	0.062	-0.065	131.0	110.0	0.60	0.65	0.9291881948751	1.0	-	acyl carrier protein 
Rv1345	fadD33	23	173.5	178.6	-0.021	0.020	272.0	283.3	0.64	0.63	0.215856602993884	0.9847604870647224	-	acyl-CoA synthetase 
Rv1346	fadE14	14	26.2	52.6	-0.510	0.376	84.6	122.7	0.31	0.43	0.32189365050972	1.0	-	POSSIBLE ACYL-CoA DEHYDROGENASE FADE14 
Rv1347c	-	14	0.7	0.1	0.076	-0.081	29.0	2.9	0.02	0.04	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	hypothetical protein Rv1347c 
Rv1348	-	38	0.0	1.4	-0.184	0.163	0.0	34.5	0.00	0.04	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 
Rv1349	-	19	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 
Rv1350	fabG	15	5.6	24.8	-0.928	0.560	42.3	57.3	0.13	0.43	0.0208078583133008	0.347378053012846	-	3-ketoacyl-(acyl-carrier-protein) reductase 
Rv1351	-	10	83.6	93.5	-0.078	0.074	250.9	207.8	0.33	0.45	0.841294944925247	1.0	-	hypothetical protein Rv1351 
Rv1352	-	5	235.3	90.2	0.519	-0.818	392.2	150.3	0.60	0.60	0.491493310627658	1.0	-	hypothetical protein Rv1352 
Rv1353c	-	13	44.5	19.0	0.430	-0.615	144.6	61.7	0.31	0.31	0.685404891929313	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv1354c	-	44	57.0	68.1	-0.124	0.114	179.1	142.7	0.32	0.48	0.237993723342113	1.0	-	hypothetical protein Rv1354c 
Rv1355c	moeY	40	100.2	30.8	0.578	-0.979	462.6	87.9	0.22	0.35	0.00603119421123931	0.16828297134856537	-	hypothetical protein Rv1355c 
Rv1356c	-	28	67.6	48.6	0.203	-0.236	183.3	143.2	0.37	0.34	0.625835703865224	1.0	-	hypothetical protein Rv1356c 
Rv1357c	-	13	218.8	143.0	0.268	-0.329	341.3	206.5	0.64	0.69	0.941511214125644	1.0	-	hypothetical protein Rv1357c 
Rv1358	-	73	103.3	94.9	0.057	-0.059	240.6	177.7	0.43	0.53	0.58495484608405	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv1359	-	17	123.9	139.4	-0.084	0.080	274.7	263.4	0.45	0.53	0.80160526901137	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv1360	-	14	1441.5	400.1	0.644	-1.193	1780.6	448.1	0.81	0.89	0.10539245393442	0.7701756249053768	-	PROBABLE OXIDOREDUCTASE 
Rv1361c	PPE19	14	142.8	199.5	-0.253	0.215	214.2	328.6	0.67	0.61	0.0984246172709149	0.7501380035766971	-	PPE FAMILY PROTEIN 
Rv1362c	-	14	120.7	116.8	0.022	-0.022	211.1	172.2	0.57	0.68	0.698956243933556	1.0	-	POSSIBLE MEMBRANE PROTEIN 
Rv1363c	-	8	262.9	233.5	0.081	-0.086	350.5	311.3	0.75	0.75	0.846116171216743	1.0	-	POSSIBLE MEMBRANE PROTEIN 
Rv1364c	-	32	58.0	17.0	0.568	-0.951	126.5	54.3	0.46	0.31	0.0189317888217731	0.3270036251033535	-	hypothetical protein Rv1364c 
Rv1365c	rsfA	5	139.9	120.3	0.101	-0.109	262.3	200.5	0.53	0.60	0.927955784448107	1.0	-	ANTI-ANTI-SIGMA FACTOR RSFA (ANTI-SIGMA FACTOR ANTAGONIST) (REGULATOR OF SIGMA F A) 
Rv1366	-	19	82.1	75.8	0.054	-0.056	167.2	125.2	0.49	0.61	0.795927047913804	1.0	-	hypothetical protein Rv1366 
Rv1367c	-	16	232.0	244.0	-0.036	0.035	318.2	339.5	0.73	0.72	0.3134978077986	1.0	-	hypothetical protein Rv1367c 
Rv1368	lprF	7	1501.0	550.2	0.547	-0.892	1751.1	641.9	0.86	0.86	0.582098207601302	1.0	-	PROBABLE CONSERVED LIPOPROTEIN LPRF 
Rv1369c	-	23	199.2	127.7	0.278	-0.344	221.7	136.6	0.90	0.93	0.76566506110748	1.0	-	PROBABLE TRANSPOSASE 
Rv1370c	-	4	229.5	160.8	0.229	-0.272	275.4	183.8	0.83	0.88	0.992911206757145	1.0	-	PROBABLE TRANSPOSASE 
Rv1371	-	30	1852.5	48.9	0.959	-4.148	8775.1	172.7	0.21	0.28	1.0	1.0	Has Coefs, but Pvals are NAs (model failure)	PROBABLE CONSERVED MEMBRANE PROTEIN 
Rv1372	-	18	116.2	28.4	0.649	-1.211	570.5	102.3	0.20	0.28	0.226064240328958	0.9948110302098684	-	hypothetical protein Rv1372 
Rv1373	-	19	235.8	205.6	0.093	-0.100	280.0	252.0	0.84	0.82	0.466306281662619	1.0	-	GLYCOLIPID SULFOTRANSFERASE 
Rv1374c	-	14	167.8	140.8	0.117	-0.128	227.3	187.8	0.74	0.75	0.79803451118438	1.0	-	hypothetical protein Rv1374c 
Rv1375	-	22	429.6	396.7	0.056	-0.058	556.0	498.7	0.77	0.80	0.539373979243942	1.0	-	hypothetical protein Rv1375 
Rv1376	-	16	230.7	321.7	-0.255	0.216	346.1	381.3	0.67	0.84	0.155984955198421	0.9019824158466069	-	hypothetical protein Rv1376 
Rv1377c	-	13	249.1	176.6	0.222	-0.263	441.6	241.7	0.56	0.73	0.54310471090246	1.0	-	PUTATIVE TRANSFERASE 
Rv1378c	-	24	260.4	278.5	-0.049	0.047	426.1	417.8	0.61	0.67	0.584406396976853	1.0	-	hypothetical protein Rv1378c 
Rv1379	pyrR	7	4.7	8.7	-0.271	0.228	49.0	121.2	0.10	0.07	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	pyrimidine regulatory protein PyrR 
Rv1380	pyrB	13	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	aspartate carbamoyltransferase catalytic subunit 
Rv1381	pyrC	11	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	dihydroorotase 
Rv1382	-	6	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE EXPORT OR MEMBRANE PROTEIN 
Rv1383	carA	12	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	carbamoyl phosphate synthase small subunit 
Rv1384	carB	46	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	carbamoyl phosphate synthase large subunit 
Rv1385	pyrF	6	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	orotidine 5'-phosphate decarboxylase 
Rv1386	PE15	6	190.8	216.9	-0.093	0.087	343.5	289.2	0.56	0.75	0.577641521189674	1.0	-	PE FAMILY PROTEIN 
Rv1387	PPE20	26	187.8	143.1	0.178	-0.203	287.3	186.0	0.65	0.77	0.615694346704672	1.0	-	PPE FAMILY PROTEIN 
Rv1388	mihF	7	12.4	5.4	0.325	-0.421	65.0	37.6	0.19	0.14	0.814595081530593	1.0	-	PUTATIVE INTEGRATION HOST FACTOR MIHF 
Rv1389	gmk	6	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	guanylate kinase 
Rv1390	rpoZ	7	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	DNA-directed RNA polymerase subunit omega 
Rv1391	dfp	20	2.6	0.1	0.258	-0.314	51.5	1.9	0.05	0.05	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase 
Rv1392	metK	19	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	S-adenosylmethionine synthetase 
Rv1393c	-	27	153.6	176.5	-0.101	0.094	248.9	272.4	0.62	0.65	0.275794378080001	1.0	-	PROBABLE MONOXYGENASE 
Rv1394c	cyp132	19	219.2	182.3	0.124	-0.135	337.6	266.4	0.65	0.68	0.884724929242992	1.0	-	PROBABLE CYTOCHROME P450 132 CYP132 
Rv1395	-	17	91.6	74.7	0.132	-0.145	194.7	149.4	0.47	0.50	0.876211158105805	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv1396c	PE_PGRS25	12	90.4	78.9	0.090	-0.096	171.3	111.3	0.53	0.71	0.485363927283542	1.0	-	PE-PGRS FAMILY PROTEIN 
Rv1397c	-	6	27.7	30.1	-0.053	0.051	99.6	72.3	0.28	0.42	0.873031930504671	1.0	-	hypothetical protein Rv1397c 
Rv1398c	-	4	125.5	254.8	-0.580	0.413	150.6	254.8	0.83	1.00	0.10065143396599	0.7575047640692735	-	hypothetical protein Rv1398c 
Rv1399c	lipH	15	98.0	127.8	-0.195	0.171	232.2	201.8	0.42	0.63	0.290588592910244	1.0	-	PROBABLE LIPASE LIPH 
Rv1400c	lipI	18	11.5	22.5	-0.418	0.324	51.6	101.4	0.22	0.22	0.139509113848948	0.864349944498917	-	PROBABLE LIPASE LIPH 
Rv1401	-	8	8.2	13.2	-0.251	0.214	98.5	105.9	0.08	0.12	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	POSSIBLE MEMBRANE PROTEIN 
Rv1402	priA	27	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	primosome assembly protein PriA 
Rv1403c	-	16	259.4	201.2	0.168	-0.190	444.6	306.5	0.58	0.66	0.973429032075532	1.0	-	PUTATIVE METHYLTRANSFERASE 
Rv1404	-	7	0.0	2.1	-0.278	0.233	0.0	29.7	0.00	0.07	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv1405c	-	12	247.2	213.7	0.099	-0.106	329.6	256.5	0.75	0.83	0.871955682792004	1.0	-	PUTATIVE METHYLTRANSFERASE 
Rv1406	fmt	9	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	methionyl-tRNA formyltransferase 
Rv1407	fmu	21	172.6	169.3	0.014	-0.014	293.8	273.4	0.59	0.62	0.611966277149239	1.0	-	PROBABLE FMU PROTEIN (SUN PROTEIN) 
Rv1408	rpe	13	3.3	4.9	-0.131	0.120	64.2	126.5	0.05	0.04	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	ribulose-phosphate 3-epimerase 
Rv1409	ribG	13	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE BIFUNCTIONAL riboflavin biosynthesis protein RIBG : Diaminohydroxyphosphoribosylaminopyrimidine deaminase (Riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino) uracil reductase (HTP reductase) 
Rv1410c	-	30	24.5	53.0	-0.567	0.406	100.3	138.2	0.24	0.38	0.172693570686957	0.93766681867612	-	AMINOGLYCOSIDES/TETRACYCLINE-TRANSPORT INTEGRAL MEMBRANE PROTEIN 
Rv1411c	lprG	9	56.8	110.3	-0.519	0.381	139.4	198.5	0.41	0.56	0.59048930106558	1.0	-	PROBABLE CONSERVED LIPOPROTEIN LPRG 
Rv1412	ribC	7	2.6	4.0	-0.126	0.116	18.1	27.8	0.14	0.14	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	riboflavin synthase subunit alpha 
Rv1413	-	6	557.5	484.4	0.097	-0.104	590.3	484.4	0.94	1.00	0.538055280382942	1.0	-	hypothetical protein Rv1413 
Rv1414	-	4	36.3	25.4	0.203	-0.236	108.8	67.8	0.33	0.38	0.953461077170961	1.0	-	hypothetical protein Rv1414 
